   method correct incorrect missed total.raised total.comp.with.baseline
1 1ah3l0C   29902     10229   2098        32000                   270000
2 1ah3l1C   31341      6912    659        32000                   270000
3 BBh3l0C   27751        48   4249        32000                   270000
4 BBh3l1C   31261        12    739        32000                   270000
